depvar;genitive_type;por_length_words;pum_length_words;animacy;alpha_persistence_S;alpha_persistence_OF;alpha_persistence_NN;beta_persistence_S;beta_persistence_OF;beta_persistence_NN;TTR;por_thematicity_ptw;pum_thematicity_ptw;final_sibilancy;time;por_head_noun;pum_head_noun;register;filename;period;year;gen_phrase
0;OF;2;1;non-animate;no;no;no;no;yes;yes;35;0.47;2.82;no;0.954548438;OTHER;morning;news;1939man1.n7b;1900-1949;1939;the morning of january 14
0;OF;2;1;animate;no;yes;no;no;yes;yes;42;0.47;0.94;yes;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;the enemy of arab terrorists
0;OF;4;1;animate;no;no;no;no;yes;yes;44;0.47;1.41;no;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;the staff of general r h haining
0;OF;1;1;non-animate;yes;yes;yes;no;yes;yes;40;0.47;0.47;no;0.954548438;war;OTHER;news;1939man1.n7b;1900-1949;1939;the worst of the war
0;OF;1;2;non-animate;no;no;no;no;no;no;41;2.82;0.47;no;0.954548438;visit;OTHER;news;1939man1.n7b;1900-1949;1939;the official purpose of his visit
1;S;2;1;animate;no;yes;no;no;yes;yes;42;2.35;2.82;no;0.954548438;OTHER;visit;news;1939man1.n7b;1900-1949;1939;daladiers visit
0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;42;0.94;0.47;no;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;the coaches of the NN-goods train
0;OF;2;1;animate;no;no;no;no;no;yes;48;0.47;0.47;no;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;the disappearance of a NN-christmas visitor
0;OF;1;1;non-animate;no;no;no;yes;no;yes;43;1.41;0.47;no;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;the departure of 1938
1;S;3;1;animate;no;yes;no;yes;yes;yes;40;1.88;0.47;yes;0.954548438;workers;OTHER;news;1939man1.n7b;1900-1949;1939;workers movement
0;OF;1;1;non-animate;yes;yes;no;no;yes;yes;39;0.94;0.47;no;0.954548438;OTHER;position;news;1939man1.n7b;1900-1949;1939;the position of the insurgent
0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;46;1.41;0.47;no;0.954548438;OTHER;beginning;news;1939man1.n7b;1900-1949;1939;the beginning of 1938
0;OF;2;1;non-animate;no;yes;no;yes;yes;no;41;0.47;0.47;yes;0.954548438;bodies;OTHER;news;1939man1.n7b;1900-1949;1939;the importance of these two bodies
0;OF;1;1;non-animate;no;yes;no;yes;yes;no;43;1.41;0.47;no;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;the population of sweden
0;OF;2;2;non-animate;yes;yes;no;yes;yes;no;45;0.47;0.47;yes;0.954548438;OTHER;development;news;1939man1.n7b;1900-1949;1939;the widespread development of collective contracts
0;OF;1;2;non-animate;yes;yes;no;yes;yes;yes;44;0.94;0.47;yes;0.954548438;OTHER;strength;news;1939man1.n7b;1900-1949;1939;the very strength of these organisations
0;OF;1;2;non-animate;yes;yes;no;yes;yes;yes;40;0.47;0.47;no;0.954548438;country;life;news;1939man1.n7b;1900-1949;1939;the economic life of the country
1;S;2;1;non-animate;yes;yes;no;yes;yes;yes;44;3.76;2.82;no;0.954548438;night;OTHER;news;1939man1.n7b;1900-1949;1939;nights raid
1;S;2;5;non-animate;no;yes;no;no;no;yes;16;6.83;1.46;no;0.954548438;OTHER;place;news;1939man2.n7b;1900-1949;1939;unions foremost place in united front
1;S;1;2;animate;no;no;yes;no;no;yes;42;8.3;0.49;no;0.954548438;molotoff;OTHER;news;1939man2.n7b;1900-1949;1939;molotoffs concluding assertion
1;S;1;1;non-animate;yes;no;yes;yes;no;yes;43;6.34;1.46;no;0.954548438;russia;place;news;1939man2.n7b;1900-1949;1939;russias place
0;OF;1;2;non-animate;no;no;no;no;yes;yes;40;1.95;0.49;yes;0.954548438;OTHER;OTHER;news;1939man2.n7b;1900-1949;1939;the final outcome of the negotiations
0;OF;1;1;non-animate;no;yes;no;no;yes;no;44;2.44;0.49;yes;0.954548438;OTHER;OTHER;news;1939man2.n7b;1900-1949;1939;the demand of guarantees
0;OF;2;1;non-animate;no;no;yes;no;yes;yes;40;0.98;0.49;no;0.954548438;OTHER;OTHER;news;1939man2.n7b;1900-1949;1939;the boundaries of outer mongolia
1;S;1;1;non-animate;no;yes;yes;yes;yes;yes;44;3.42;0.98;no;0.954548438;china;war;news;1939man2.n7b;1900-1949;1939;chinas war
1;S;3;1;animate;yes;yes;no;yes;yes;yes;45;1.95;0.98;no;0.954548438;queen;OTHER;news;1939man2.n7b;1900-1949;1939;queens passage
0;OF;2;3;non-animate;no;no;no;yes;no;yes;45;1.95;1.95;yes;0.954548438;powers;OTHER;news;1939man2.n7b;1900-1949;1939;effective defensive front of the non-aggressive powers
0;OF;1;1;animate;no;yes;no;no;yes;yes;42;1.95;0.49;yes;0.954548438;OTHER;possession;news;1939man2.n7b;1900-1949;1939;the possession of the dyers
1;S;1;1;animate;no;yes;no;no;yes;yes;40;1.95;0.49;yes;0.954548438;OTHER;decision;news;1939man2.n7b;1900-1949;1939;dyers decision
0;OF;5;1;animate;yes;no;no;yes;yes;yes;42;0.49;0.98;yes;0.954548438;OTHER;escape;news;1939man2.n7b;1900-1949;1939;the escape of other czech officers and soldiers
1;S;1;2;non-animate;no;yes;no;no;yes;yes;45;6.34;0.98;no;0.954548438;russia;OTHER;news;1939man2.n7b;1900-1949;1939;russias minimum conditions
0;OF;4;1;non-animate;no;no;no;no;yes;no;42;0.49;0.49;no;0.954548438;OTHER;OTHER;news;1939man2.n7b;1900-1949;1939;the nucleus of the czech legion in exile
1;S;3;2;non-animate;no;yes;no;no;yes;yes;43;0.49;0.49;no;0.954548438;society;OTHER;news;1939man2.n7b;1900-1949;1939;societys bedding department
0;OF;3;1;non-animate;yes;yes;no;yes;yes;yes;40;1.46;0.98;no;0.954548438;OTHER;OTHER;news;1939man2.n7b;1900-1949;1939;the employees of the enfield middlesex factory
0;OF;2;1;animate;yes;yes;no;yes;yes;yes;43;2.44;0.98;no;0.954548438;men;OTHER;news;1939man2.n7b;1900-1949;1939;the dismissal of 18 men
0;OF;4;1;non-animate;no;yes;no;no;yes;no;39;6.83;1.46;no;0.954548438;OTHER;support;news;1939man2.n7b;1900-1949;1939;the support of the amalgamated union of upholsterers
0;OF;2;1;animate;no;yes;yes;no;yes;yes;40;2.44;0.98;no;0.954548438;men;OTHER;news;1939man2.n7b;1900-1949;1939;the dismissal of the 18 men
1;S;1;1;animate;no;yes;yes;no;yes;yes;43;8.3;4.39;no;0.954548438;molotoff;speech;news;1939man2.n7b;1900-1949;1939;molotoffs speech
1;S;1;2;non-animate;yes;yes;no;yes;yes;yes;44;6.34;0.49;no;0.954548438;russia;OTHER;news;1939man2.n7b;1900-1949;1939;russias european neighbours
0;OF;3;1;non-animate;yes;yes;yes;yes;yes;no;45;4.88;0.49;yes;0.954548438;states;security;news;1939man2.n7b;1900-1949;1939;the security of all european states
1;S;1;1;animate;no;yes;yes;no;yes;yes;45;8.3;4.39;no;0.954548438;molotoff;speech;news;1939man2.n7b;1900-1949;1939;molotoffs speech
0;OF;3;1;non-animate;no;no;yes;no;yes;yes;38;0.49;0.49;no;0.954548438;OTHER;OTHER;news;1939man2.n7b;1900-1949;1939;the event of such a contingency
1;S;1;1;non-animate;yes;no;no;yes;yes;yes;40;6.34;2.44;no;0.954548438;russia;OTHER;news;1939man2.n7b;1900-1949;1939;russias objections
1;S;2;1;animate;no;no;yes;yes;no;yes;40;8.3;4.39;no;0.954548438;molotoff;speech;news;1939man2.n7b;1900-1949;1939;molotoffs speech
0;OF;1;1;non-animate;no;no;no;no;yes;yes;43;1.46;0.49;no;0.954548438;OTHER;investigation;news;1939man2.n7b;1900-1949;1939;investigation of his case
0;OF;3;2;non-animate;no;no;no;no;yes;yes;45;0.98;0.49;yes;0.954548438;force;OTHER;news;1939man2.n7b;1900-1949;1939;the headquarters staff of the shanghai defence force
0;OF;1;1;animate;no;no;no;no;yes;no;44;0.49;0.49;no;0.954548438;consul;life;news;1939man2.n7b;1900-1949;1939;the life of the consul
0;OF;2;1;non-animate;no;no;no;no;no;yes;44;4.39;1.46;no;0.954548438;speech;end;news;1939man2.n7b;1900-1949;1939;the end of his long speech
1;S;1;1;animate;no;no;no;no;no;yes;43;8.3;1.95;no;0.954548438;molotoff;OTHER;news;1939man2.n7b;1900-1949;1939;molotoffs reference
0;OF;1;1;non-animate;yes;no;yes;no;no;yes;45;4.67;2.34;no;0.984548438;earth;OTHER;letters;1942wode.x7b;1900-1949;1942;the salt of the earth
1;S;1;1;animate;no;no;yes;no;yes;yes;44;2.15;2.15;no;0.994548438;friend;OTHER;letters;1943waug.x7b;1900-1949;1943;friends soul
1;S;1;3;animate;no;yes;yes;no;yes;no;49;2.15;2.15;yes;0.994548438;OTHER;OTHER;letters;1943waug.x7b;1900-1949;1943;herberts great narrative gifts
1;S;1;1;animate;yes;yes;yes;yes;yes;yes;47;2.15;2.15;no;0.994548438;OTHER;OTHER;letters;1943waug.x7b;1900-1949;1943;huberts requiem
1;S;1;1;animate;yes;yes;yes;yes;yes;no;44;2.15;2.15;no;0.994548438;OTHER;OTHER;letters;1943waug.x7b;1900-1949;1943;stentors voice
1;S;1;1;animate;yes;no;yes;yes;no;no;46;2.15;2.15;no;0.994548438;majesty;OTHER;letters;1943waug.x7b;1900-1949;1943;majestys commmission
1;S;1;1;animate;no;yes;no;no;yes;no;43;1.67;5.01;yes;1.024548438;OTHER;OTHER;letters;1946orwl.x7b;1900-1949;1946;russians man
1;S;1;1;animate;yes;no;no;yes;no;no;42;3.34;1.67;no;1.024548438;OTHER;OTHER;letters;1946orwl.x7b;1900-1949;1946;negrins lot
1;S;1;1;animate;no;no;no;no;yes;no;43;1.53;1.53;no;1.044548438;correspondent;OTHER;letters;1948orwl.x7b;1900-1949;1948;correspondents job
0;OF;2;1;non-animate;no;no;yes;no;yes;yes;42;1.85;1.38;yes;1.054548438;powers;representatives;news;1949tim1.n7b;1900-1949;1949;representatives of the western powers
1;S;1;1;non-animate;no;no;yes;no;yes;no;47;2.77;0.92;no;1.054548438;to-day;OTHER;news;1949tim1.n7b;1900-1949;1949;to-days conference
0;OF;1;2;non-animate;yes;no;yes;yes;no;yes;47;1.85;0.46;no;1.054548438;OTHER;force;news;1949tim1.n7b;1900-1949;1949;the motive force of the struggle
0;OF;1;1;animate;yes;yes;yes;yes;yes;yes;44;0.46;0.92;no;1.054548438;OTHER;OTHER;news;1949tim1.n7b;1900-1949;1949;hatred of anyone
0;OF;2;2;animate;yes;yes;yes;yes;yes;yes;43;1.85;0.46;no;1.054548438;people;love;news;1949tim1.n7b;1900-1949;1949;by love of our people
0;OF;7;1;animate;no;no;yes;no;yes;yes;42;0.46;0.92;yes;1.054548438;OTHER;support;news;1949tim1.n7b;1900-1949;1949;the support of many sections of the citizens of berlin
1;S;2;1;animate;no;yes;no;no;yes;yes;43;1.38;1.38;no;1.054548438;OTHER;position;news;1949tim1.n7b;1900-1949;1949;fus position
0;OF;3;1;animate;yes;yes;no;yes;yes;yes;44;0.46;0.46;no;1.054548438;OTHER;failure;news;1949tim1.n7b;1900-1949;1949;the failure of general fu tso-yi
1;S;3;1;animate;yes;yes;no;yes;yes;yes;40;0.46;0.46;no;1.054548438;OTHER;OTHER;news;1949tim1.n7b;1900-1949;1949;kai-sheks conferences
0;OF;1;1;non-animate;yes;yes;no;yes;yes;yes;41;2.31;3.69;no;1.054548438;government;will;news;1949tim1.n7b;1900-1949;1949;the will of the government
1;S;2;1;animate;yes;yes;no;yes;yes;yes;41;1.38;0.92;no;1.054548438;OTHER;OTHER;news;1949tim1.n7b;1900-1949;1949;fus excuse
1;S;2;1;animate;no;no;no;no;yes;yes;43;1.85;0.46;no;1.054548438;OTHER;OTHER;news;1949tim1.n7b;1900-1949;1949;lis act
1;S;1;1;non-animate;no;yes;no;no;yes;yes;40;1.38;1.38;no;1.054548438;yesterday;meeting;news;1949tim1.n7b;1900-1949;1949;yesterdays meeting
1;S;1;1;animate;yes;no;no;yes;yes;yes;39;2.31;0.92;no;1.054548438;president;programme;news;1949tim1.n7b;1900-1949;1949;presidents programme
0;OF;1;2;animate;yes;no;no;yes;yes;no;43;0.46;0.46;yes;1.054548438;OTHER;OTHER;news;1949tim1.n7b;1900-1949;1949;the usual combination of southerners
0;OF;2;1;non-animate;yes;yes;no;yes;yes;no;42;4.15;0.46;no;1.054548438;committee;power;news;1949tim1.n7b;1900-1949;1949;the power of the rules committee
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;39;1.38;0.46;yes;1.054548438;congress;life;news;1949tim1.n7b;1900-1949;1949;the life of this congress
1;S;1;1;non-animate;no;yes;no;no;yes;yes;43;0.92;0.46;no;1.054548438;OTHER;OTHER;news;1949tim1.n7b;1900-1949;1949;yugoslavias slanderers
0;OF;3;1;animate;no;yes;no;no;yes;yes;46;0.46;0.46;no;1.054548438;men;OTHER;news;1949tim1.n7b;1900-1949;1949;the deeds of our working men
1;S;2;2;non-animate;no;no;no;no;no;yes;45;1.85;0.46;no;1.054548438;year;OTHER;news;1949tim1.n7b;1900-1949;1949;years antarctic demonstrations
0;OF;2;2;non-animate;no;no;no;no;yes;yes;39;1.85;0.46;no;1.054548438;OTHER;OTHER;news;1949tim1.n7b;1900-1949;1949;the chief exponent of party policy
0;OF;2;2;non-animate;yes;no;no;yes;no;yes;45;0.92;0.46;yes;1.054548438;OTHER;defence;news;1949tim1.n7b;1900-1949;1949;the joint defence of antarctic rights
0;OF;2;1;animate;no;no;no;no;yes;yes;44;0.46;0.46;no;1.054548438;OTHER;body;news;1949tim1.n7b;1900-1949;1949;the body of a small boy
1;S;2;1;animate;no;no;no;no;no;yes;41;0.92;0.46;no;1.054548438;OTHER;OTHER;news;1949tim1.n7b;1900-1949;1949;chifleys pledge
0;OF;9;1;non-animate;no;no;no;no;yes;yes;42;0.46;0.46;yes;1.054548438;OTHER;OTHER;news;1949tim1.n7b;1900-1949;1949;the scope of old age pensions and health and NN-family insurance
0;OF;1;3;non-animate;no;yes;yes;no;yes;yes;46;0.46;1.38;no;1.054548438;OTHER;meeting;news;1949tim1.n7b;1900-1949;1949;the last cabinet meeting of 1948
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;42;0.46;0.92;no;1.054548438;month;beginning;news;1949tim1.n7b;1900-1949;1949;the beginning of this month
0;OF;1;1;non-animate;no;no;yes;no;yes;yes;45;1.38;1.38;no;1.054548438;state;head;news;1949tim1.n7b;1900-1949;1949;the head of the state
0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;42;2.77;0.46;no;1.054548438;church;name;news;1949tim1.n7b;1900-1949;1949;the name of the roman catholic church
0;OF;2;2;non-animate;no;yes;no;no;yes;yes;38;2.77;1.38;no;1.054548438;church;representatives;news;1949tim1.n7b;1900-1949;1949;the official representatives of the catholic church
0;OF;2;2;animate;no;yes;no;no;yes;yes;39;1.85;0.46;no;1.054548438;people;work;news;1949tim1.n7b;1900-1949;1949;the constructive work of the hungarian people
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;38;2.77;0.92;no;1.054548438;church;OTHER;news;1949tim1.n7b;1900-1949;1949;the leaders of the church
0;OF;5;1;non-animate;no;yes;no;no;yes;yes;37;0.46;0.92;no;1.054548438;principle;basis;news;1949tim1.n7b;1900-1949;1949;the basis of the principle of freedom of confession
0;OF;1;2;non-animate;no;yes;no;no;yes;no;41;0.46;0.92;no;1.054548438;religion;OTHER;news;1949tim1.n7b;1900-1949;1949;the free practice of religion
0;OF;5;1;animate;no;yes;no;no;yes;no;41;0.92;0.92;yes;1.054548438;OTHER;case;news;1949tim1.n7b;1900-1949;1949;the case of herr swolonsky and his supporters
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;39;1.38;0.46;no;1.054548438;europe;OTHER;news;1949tim1.n7b;1900-1949;1949;christians of eastern europe
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;39;0.46;1.85;yes;1.054548438;OTHER;powers;news;1949tim1.n7b;1900-1949;1949;the powers of darkness
1;S;1;1;animate;no;yes;no;no;yes;yes;42;0.46;0.92;no;1.054548438;god;OTHER;news;1949tim1.n7b;1900-1949;1949;gods rights
1;S;2;1;animate;no;yes;no;no;no;no;6;2.73;0.46;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;wilsons points
0;OF;2;5;non-animate;no;yes;no;no;yes;yes;47;0.91;1.37;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the second issue of the gazette of the catholic clergy
1;S;1;2;non-animate;no;yes;no;no;yes;yes;42;0.46;0.46;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;tomorrows lidova democracie
0;OF;2;1;animate;no;yes;no;no;yes;yes;38;0.91;0.46;yes;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the stipends of parish priests
0;OF;2;1;non-animate;no;no;no;no;yes;yes;45;0.91;1.37;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the gazette of the catholic clergy
0;OF;2;1;non-animate;no;no;no;no;yes;yes;41;0.46;0.91;no;1.054548438;OTHER;spirit;news;1949tim2.n7b;1900-1949;1949;the spirit of our ideology
0;OF;3;1;non-animate;no;yes;no;no;yes;yes;36;0.46;0.91;no;1.054548438;OTHER;spirit;news;1949tim2.n7b;1900-1949;1949;the spirit of our scientific truth
1;S;2;1;animate;no;yes;no;no;yes;yes;45;0.91;0.91;yes;1.054548438;farmers;OTHER;news;1949tim2.n7b;1900-1949;1949;farmers plan
0;OF;2;2;animate;no;no;yes;yes;yes;yes;44;0.91;0.46;yes;1.054548438;farmers;OTHER;news;1949tim2.n7b;1900-1949;1949;the united demand of NN-world farmers
0;OF;4;1;non-animate;yes;yes;no;yes;yes;yes;35;0.46;0.46;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the atmosphere of the canadian international trade fair
0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;41;0.46;1.37;yes;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the marketing of other commodities
0;OF;5;2;non-animate;no;no;no;no;yes;yes;37;0.46;0.91;no;1.054548438;company;OTHER;news;1949tim2.n7b;1900-1949;1949;the carocora mine of the american smelting and refining company
1;S;3;1;animate;no;yes;no;no;yes;yes;40;0.46;0.91;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;tsung-jens nomination
1;S;2;4;non-animate;no;yes;no;no;yes;yes;47;0.91;0.91;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;yuans rejection of dr chu
0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;40;0.91;0.91;yes;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the violation of the human rights clauses
0;OF;4;1;animate;no;yes;yes;no;yes;yes;40;0.91;0.46;yes;1.054548438;OTHER;arrest;news;1949tim2.n7b;1900-1949;1949;the arrest of priests and opposition leaders
0;OF;6;1;non-animate;no;yes;yes;no;yes;yes;35;0.91;1.82;yes;1.054548438;powers;representatives;news;1949tim2.n7b;1900-1949;1949;the representatives of the powers accused of violating the treaties
0;OF;4;3;non-animate;no;yes;no;no;yes;yes;43;1.37;1.37;yes;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the deputy military governors of the british and american zones
0;OF;2;1;animate;no;no;no;no;yes;no;40;0.91;0.46;yes;1.054548438;OTHER;names;news;1949tim2.n7b;1900-1949;1949;the names of 12 germans
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;38;0.91;0.46;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the formation of this association
0;OF;8;7;non-animate;no;yes;no;no;yes;yes;40;0.46;0.91;no;1.054548438;OTHER;part;news;1949tim2.n7b;1900-1949;1949;the formation of this association is a part of the reorganization of the iron and steel industry
0;OF;4;1;non-animate;no;yes;no;no;yes;yes;40;0.46;0.46;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the reorganization of the iron and steel industry
1;S;1;2;non-animate;no;yes;yes;no;yes;yes;41;0.46;0.46;no;1.054548438;administration;OTHER;news;1949tim2.n7b;1900-1949;1949;administrations important measures
0;OF;1;1;non-animate;yes;yes;yes;yes;yes;yes;42;0.91;0.46;no;1.054548438;week;rest;news;1949tim2.n7b;1900-1949;1949;the rest of this week
0;OF;3;1;non-animate;yes;yes;yes;yes;yes;yes;42;1.82;0.46;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the ratification of the international wheat agreement
1;S;1;1;non-animate;no;no;yes;no;no;yes;47;0.46;0.46;no;1.054548438;OTHER;return;news;1949tim2.n7b;1900-1949;1949;italys return
0;OF;1;2;non-animate;yes;yes;no;yes;yes;yes;43;1.37;0.91;no;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the imminent publication of a programme
0;OF;2;2;animate;no;no;yes;no;no;yes;41;1.37;0.46;yes;1.054548438;OTHER;OTHER;news;1949tim2.n7b;1900-1949;1949;the legitimate aspirations of the local populations
0;OF;5;2;non-animate;no;yes;no;no;yes;yes;48;1.37;0.91;no;1.054548438;OTHER;issue;news;1949tim2.n7b;1900-1949;1949;the second issue of the gazette of the catholic clergy
0;OF;1;1;animate;no;yes;no;no;yes;yes;45;2.33;2.33;no;1.054548438;OTHER;OTHER;letters;1949waug.x7b;1900-1949;1949;the duty of the artist
0;OF;1;2;non-animate;no;yes;no;no;yes;yes;42;2.331002331;2.33;yes;1.054548438;OTHER;OTHER;letters;1949waug.x7b;1900-1949;1949;the mere breath of whites
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;41;2.33;2.33;no;1.054548438;OTHER;OTHER;letters;1949waug.x7b;1900-1949;1949;the backwash of my american jaunt
0;OF;1;2;non-animate;no;yes;no;no;yes;yes;43;2.33;2.33;no;1.054548438;OTHER;part;letters;1949waug.x7b;1900-1949;1949;the agricultural part of usa
0;OF;3;1;non-animate;no;yes;no;no;yes;yes;43;2.33;2.33;no;1.054548438;OTHER;OTHER;letters;1949waug.x7b;1900-1949;1949;the proximity of SGENlauras little farm
1;S;3;5;non-animate;no;yes;no;no;no;yes;46;4.662004662;4.66;no;1.054548438;OTHER;OTHER;letters;1949waug.x7b;1900-1949;1949;hardys recollections of l p smith2
1;S;1;3;animate;no;no;no;no;no;yes;45;1.19;3.57;no;1.064548438;OTHER;party;letters;1950thom.x8b;1950-1999;1950;margarets house and party
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;43;1.19;1.19;yes;1.064548438;ships;OTHER;letters;1950thom.x8b;1950-1999;1950;the hooting of ships
0;OF;4;1;non-animate;no;yes;no;no;yes;yes;40;1.19;1.19;yes;1.064548438;OTHER;OTHER;letters;1950thom.x8b;1950-1999;1950;the banshee-screaming of police and ambulance sirens
0;OF;3;1;non-animate;yes;yes;no;yes;yes;yes;43;1.19;1.19;no;1.064548438;OTHER;top;letters;1950thom.x8b;1950-1999;1950;the top of the empire state building
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;45;1.19;1.19;yes;1.064548438;OTHER;OTHER;letters;1950thom.x8b;1950-1999;1950;the roaring of heavy lorries
0;OF;2;3;non-animate;no;no;yes;no;no;yes;41;3.08;3.08;no;1.074548438;OTHER;OTHER;letters;1951durl.x8b;1950-1999;1951;the great NN-fireside books of your later period
0;OF;1;2;non-animate;no;no;no;no;no;yes;38;15.38;3.08;no;1.074548438;it;side;letters;1951durl.x8b;1950-1999;1951;the portrait side of it
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;38;3.08;3.08;no;1.074548438;year;end;letters;1951durl.x8b;1950-1999;1951;the end of the year
1;S;2;1;animate;no;yes;no;no;yes;yes;34;5.81;2.9;no;1.084548438;OTHER;OTHER;letters;1952rhys.x8b;1950-1999;1952;ruthies birthday
1;S;2;1;animate;yes;yes;no;yes;no;yes;46;1.45;1.45;no;1.084548438;people;OTHER;letters;1952rhys.x8b;1950-1999;1952;peoples lives
1;S;1;1;animate;no;no;no;no;no;yes;41;2.9;1.45;no;1.084548438;OTHER;OTHER;letters;1952rhys.x8b;1950-1999;1952;maxs chest
