depvar;depvar_binary;genitive_type;por_length_words;pum_length_words;animacy;alpha_persistence_S;alpha_persistence_OF;alpha_persistence_NN;beta_persistence_S;beta_persistence_OF;beta_persistence_NN;TTR;por_thematicity_ptw;pum_thematicity_ptw;final_sibilancy;time;por_head_noun;pum_head_noun;register;filename;period;year;gen_phrase
3;1;NN;3;1;non-animate;no;yes;yes;no;yes;yes;40;4.65;4.13;no;1.314548438;tube;growth;science;1975hoge.s8b;1950-1999;1975;inhibited pollen NN-tube growth
3;1;NN;3;1;non-animate;no;no;yes;no;yes;yes;47;4.13;3.1;no;1.314548438;growth;OTHER;science;1975hoge.s8b;1950-1999;1975;pollen tube NN-growth inhibition
3;1;NN;2;1;non-animate;no;yes;yes;no;yes;yes;45;4.65;4.13;no;1.314548438;tube;growth;science;1975hoge.s8b;1950-1999;1975;pollen NN-tube growth
3;1;NN;2;1;non-animate;no;no;no;no;no;yes;48;2.07;1.55;no;1.314548438;OTHER;products;science;1975hoge.s8b;1950-1999;1975;s NN-allele products
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;39;3.1;0.52;yes;1.314548438;OTHER;OTHER;science;1975hoge.s8b;1950-1999;1975;eradication of related populations
1;0;OF;1;1;animate;no;yes;no;no;yes;yes;40;0.52;1.55;yes;1.314548438;OTHER;OTHER;science;1975hoge.s8b;1950-1999;1975;control of parasites
3;1;NN;3;1;non-animate;no;no;no;no;no;yes;8;5.7;4.15;no;1.314548438;OTHER;formation;science;1975jain.s8b;1950-1999;1975;lower jurassic NN-kota formation
1;0;OF;3;1;non-animate;no;yes;no;no;yes;yes;45;2.59;0.52;yes;1.314548438;OTHER;establishment;science;1975jain.s8b;1950-1999;1975;establishment of infections of leishmania
3;1;NN;1;1;animate;yes;yes;no;yes;yes;yes;45;7.25;4.66;no;1.314548438;sauropod;bones;science;1975jain.s8b;1950-1999;1975;NN-sauropod bones
3;1;NN;1;1;animate;yes;yes;yes;yes;yes;yes;44;7.25;4.66;no;1.314548438;sauropod;bones;science;1975jain.s8b;1950-1999;1975;NN-sauropod bones
1;0;OF;2;2;animate;no;no;no;no;yes;yes;40;2.07;1.04;yes;1.314548438;OTHER;OTHER;science;1975jain.s8b;1950-1999;1975;early history of sauropod dinosaurs
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;38;3.11;0.52;no;1.314548438;OTHER;OTHER;science;1975jain.s8b;1950-1999;1975;deccan of peninsular india
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;40;4.15;0.52;no;1.314548438;formation;base;science;1975jain.s8b;1950-1999;1975;base of the kota formation
3;1;NN;1;1;animate;no;yes;yes;no;yes;yes;39;7.25;4.66;no;1.314548438;sauropod;bones;science;1975jain.s8b;1950-1999;1975;NN-sauropod bones
1;0;OF;2;2;non-animate;no;yes;no;no;yes;no;45;4.15;1.04;no;1.314548438;formation;OTHER;science;1975jain.s8b;1950-1999;1975;sandstones-withclays member of the kota formation
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;42;4.66;0.52;yes;1.314548438;bones;OTHER;science;1975jain.s8b;1950-1999;1975;wealth of individual bones
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;46;2.07;0.52;no;1.314548438;OTHER;stages;science;1975jain.s8b;1950-1999;1975;early stages of excavation
1;0;OF;2;2;animate;no;yes;no;no;yes;yes;42;7.25;2.07;no;1.314548438;sauropod;OTHER;science;1975jain.s8b;1950-1999;1975;first excavation of the kota sauropod
1;0;OF;2;1;non-animate;yes;yes;no;yes;yes;yes;42;4.66;1.04;yes;1.314548438;bones;OTHER;science;1975jain.s8b;1950-1999;1975;discovery of sauropod bones
1;0;OF;1;1;animate;no;yes;yes;no;yes;yes;46;5.18;1.04;yes;1.314548438;OTHER;OTHER;science;1975jain.s8b;1950-1999;1975;osteology of barapasaurus
3;1;NN;1;1;animate;yes;yes;no;yes;yes;yes;41;7.25;4.66;no;1.314548438;sauropod;bones;science;1975jain.s8b;1950-1999;1975;NN-sauropod bones
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;41;2.07;1.04;no;1.314548438;OTHER;OTHER;science;1975jain.s8b;1950-1999;1975;sacricostal yokes of the sacrum
3;1;NN;3;1;non-animate;yes;yes;yes;yes;yes;no;40;5.7;4.15;no;1.314548438;OTHER;formation;science;1975jain.s8b;1950-1999;1975;lower jurassic NN-kota formation
1;0;OF;1;4;non-animate;no;yes;no;no;yes;no;39;1.04;1.55;no;1.314548438;OTHER;wall;science;1975jain.s8b;1950-1999;1975;rather deep medial wall of the acetabulum
1;0;OF;2;3;non-animate;no;yes;no;no;yes;no;36;4.66;1.55;yes;1.314548438;bones;OTHER;science;1975jain.s8b;1950-1999;1975;relatively slender proportions of the limb bones
1;0;OF;2;1;animate;no;yes;no;no;yes;yes;43;7.25;0.52;no;1.314548438;sauropod;OTHER;science;1975jain.s8b;1950-1999;1975;importance of the kota sauropod
1;0;OF;2;1;animate;no;yes;no;no;yes;yes;43;7.25;1.04;no;1.314548438;sauropod;OTHER;science;1975jain.s8b;1950-1999;1975;discovery of the kota sauropod
1;0;OF;3;1;non-animate;no;yes;no;no;yes;yes;40;0.52;1.04;no;1.314548438;OTHER;OTHER;science;1975jain.s8b;1950-1999;1975;history of the break-up of gondwanaland
1;0;OF;2;1;animate;no;yes;no;no;yes;yes;44;3.63;1.04;yes;1.314548438;OTHER;OTHER;science;1975jain.s8b;1950-1999;1975;gut of infected sandflies
1;0;OF;1;2;animate;no;yes;no;no;yes;yes;44;3.63;6.74;yes;1.314548438;OTHER;OTHER;science;1975jain.s8b;1950-1999;1975;omnivorous larvae of sandflies
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;40;0.52;1.04;no;1.314548438;OTHER;OTHER;science;1975jain.s8b;1950-1999;1975;transmission of a gregarine of sandflies
1;0;OF;3;3;animate;no;yes;no;no;yes;yes;42;0.52;0.52;yes;1.314548438;OTHER;OTHER;science;1975jain.s8b;1950-1999;1975;nose or feet of experimentally infected hamsters
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;42;2.59;1.04;yes;1.314548438;OTHER;presence;science;1975jain.s8b;1950-1999;1975;presence of promastigotes
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;45;1;1;no;1.314548438;OTHER;limits;science;1975macm.s8b;1950-1999;1975;limits of the problem
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;47;1.49;0.5;no;1.314548438;activity;nature;science;1975macm.s8b;1950-1999;1975;repetitive nature of the activity
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;43;2.49;1;yes;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;patterning of complex movements
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;44;0.5;0.5;no;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;conditions of their confinement
1;0;OF;1;1;non-animate;no;no;yes;no;yes;yes;38;1;0.5;no;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;face of an oscilloscope
1;0;OF;1;2;non-animate;no;yes;yes;no;yes;yes;45;1.49;1.49;yes;1.314548438;OTHER;position;science;1975macm.s8b;1950-1999;1975;actual position of the wires
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;38;2.49;0.5;no;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;earliest phases of the movement
1;0;OF;2;1;non-animate;no;no;no;no;yes;yes;43;1;2.49;no;1.314548438;wire;OTHER;science;1975macm.s8b;1950-1999;1975;movement of a transmitter wire
1;0;OF;1;4;non-animate;no;yes;no;no;yes;yes;46;3.99;1.49;no;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;protraction and retraction sections of the cycle
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;42;7.97;1;no;1.314548438;stroke;end;science;1975macm.s8b;1950-1999;1975;end of the power stroke
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;38;7.97;1;no;1.314548438;stroke;end;science;1975macm.s8b;1950-1999;1975;end of the return stroke
3;1;NN;2;1;non-animate;no;yes;yes;no;yes;yes;38;7.97;1.49;no;1.314548438;stroke;OTHER;science;1975macm.s8b;1950-1999;1975;the power NN-stroke acceleration
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;41;7.97;1;no;1.314548438;stroke;OTHER;science;1975macm.s8b;1950-1999;1975;start of the power stroke
1;0;OF;1;4;non-animate;no;no;no;no;yes;yes;35;3.99;1.49;no;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;off the substrate fraction of the cycle
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;36;1.49;1.49;no;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;the NN-retraction fraction
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;37;3.99;2.49;no;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;NN-cycle duration
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;42;0.5;0.5;yes;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;resolution of the measurements
1;0;OF;3;1;non-animate;no;no;yes;no;yes;yes;38;1.99;2.99;no;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;result of the changed muscle output
1;0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;41;3.49;1.99;no;1.314548438;system;OTHER;science;1975macm.s8b;1950-1999;1975;output of the lobster walking system
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;44;1;1;no;1.314548438;OTHER;OTHER;science;1975macm.s8b;1950-1999;1975;problem of central-peripheral interaction
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;41;10.6;4.61;no;1.314548438;emission;case;science;1975phil.s8b;1950-1999;1975;case of field emission
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;41;1.38;0.46;no;1.314548438;OTHER;OTHER;science;1975phil.s8b;1950-1999;1975;influences of spacecharge
1;0;OF;2;1;non-animate;no;no;yes;no;yes;yes;44;1.84;4.61;no;1.314548438;OTHER;case;science;1975phil.s8b;1950-1999;1975;case of liquid helium
1;0;OF;2;1;non-animate;no;no;no;no;no;yes;40;18.89;2.76;no;1.314548438;field;influence;science;1975phil.s8b;1950-1999;1975;influence of the electric field
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;42;1.84;0.46;no;1.314548438;OTHER;presence;science;1975phil.s8b;1950-1999;1975;presence of charge
3;1;NN;2;1;non-animate;no;no;yes;no;yes;yes;45;10.6;0.46;no;1.314548438;emission;OTHER;science;1975phil.s8b;1950-1999;1975;an iron NN-emission tip
1;0;OF;2;1;non-animate;no;no;yes;no;no;yes;43;1.38;1.84;no;1.314548438;OTHER;results;science;1975phil.s8b;1950-1999;1975;results of figure 16
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;42;3.23;2.3;no;1.314548438;OTHER;values;science;1975phil.s8b;1950-1999;1975;values of i/(v8-v0)2
1;0;OF;5;1;non-animate;yes;no;yes;yes;no;yes;47;5.53;0.92;no;1.314548438;OTHER;accuracy;science;1975phil.s8b;1950-1999;1975;accuracy of the 20 x lobpa mobility data
1;0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;45;4.61;0.46;no;1.314548438;current;OTHER;science;1975phil.s8b;1950-1999;1975;variation of the field ionization current
3;1;NN;2;1;non-animate;no;yes;yes;no;yes;yes;43;8.76;4.61;no;1.314548438;OTHER;OTHER;science;1975phil.s8b;1950-1999;1975;the field NN-ionization current
1;0;OF;2;1;non-animate;yes;no;no;yes;no;yes;44;10.6;4.61;no;1.314548438;emission;case;science;1975phil.s8b;1950-1999;1975;case of field emission
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;43;4.61;5.53;no;1.314548438;current;OTHER;science;1975phil.s8b;1950-1999;1975;NN-current data
1;0;OF;2;1;non-animate;yes;yes;yes;yes;yes;yes;44;2.3;0.92;yes;1.314548438;OTHER;OTHER;science;1975phil.s8b;1950-1999;1975;scatter of the data points
3;1;NN;1;1;non-animate;yes;yes;yes;yes;yes;yes;42;5.53;2.3;no;1.314548438;OTHER;points;science;1975phil.s8b;1950-1999;1975;the NN-data points
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;41;10.6;0.92;no;1.314548438;emission;angle;science;1975phil.s8b;1950-1999;1975;the NN-emission angle
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;47;10.6;4.61;no;1.314548438;emission;case;science;1975phil.s8b;1950-1999;1975;case of field emission
1;0;OF;1;2;non-animate;no;yes;yes;no;yes;yes;44;1.38;0.46;no;1.314548438;OTHER;building;science;1975phil.s8b;1950-1999;1975;building up of spacecharge
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;42;8.76;4.61;no;1.314548438;OTHER;case;science;1975phil.s8b;1950-1999;1975;case of field ionization
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;45;4.61;1.84;no;1.314548438;current;magnitude;science;1975phil.s8b;1950-1999;1975;magnitude of current
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;43;1.38;2.76;yes;1.314548438;vortices;influence;science;1975phil.s8b;1950-1999;1975;influence of vortices
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;40;4.61;1.84;no;1.314548438;current;magnitude;science;1975phil.s8b;1950-1999;1975;magnitude of the emission current
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;45;2.76;0.92;yes;1.314548438;OTHER;proportion;science;1975phil.s8b;1950-1999;1975;proportion of vortex rings
1;0;OF;2;1;non-animate;no;no;yes;no;yes;yes;47;2.3;0.46;yes;1.314548438;gas;density;science;1975phil.s8b;1950-1999;1975;density of the excitation gas
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;43;3.69;0.92;yes;1.314548438;ions;proportion;science;1975phil.s8b;1950-1999;1975;proportion of bare ions
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;44;2.76;0.46;yes;1.314548438;OTHER;behaviour;science;1975phil.s8b;1950-1999;1975;behaviour of charged vortex rings
1;0;OF;2;1;non-animate;no;no;yes;no;no;yes;45;2.3;0.92;yes;1.314548438;gas;OTHER;science;1975phil.s8b;1950-1999;1975;drag of the excitation gas
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;45;1.38;2.76;yes;1.314548438;vortices;influence;science;1975phil.s8b;1950-1999;1975;influence of vortices
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;42;18.89;2.76;no;1.314548438;field;influence;science;1975phil.s8b;1950-1999;1975;influence of an electric field
1;0;OF;2;1;non-animate;no;no;no;no;no;yes;39;18.89;2.76;no;1.314548438;field;influence;science;1975phil.s8b;1950-1999;1975;influence of the electric field
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;41;2.3;0.46;no;1.314548438;OTHER;depth;science;1975phil.s8b;1950-1999;1975;depth of the vortex potential well
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;5.53;0.46;no;1.314548438;OTHER;volume;science;1975phil.s8b;1950-1999;1975;volume of the ion
3;1;NN;1;1;non-animate;no;no;no;no;yes;yes;48;1.38;2.76;no;1.314548438;OTHER;velocity;science;1975phil.s8b;1950-1999;1975;NN-drift velocity
1;0;OF;1;2;non-animate;no;no;no;no;no;yes;44;4.61;1.84;no;1.314548438;OTHER;magnitude;science;1975phil.s8b;1950-1999;1975;calculated magnitude of v
1;0;OF;2;2;non-animate;yes;yes;yes;no;yes;yes;39;0.47;0.47;no;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;last phase of the alpine orogeny
1;0;OF;1;1;non-animate;yes;no;yes;no;no;yes;43;0.47;0.94;no;1.314548438;OTHER;regions;science;1975tcha.s8b;1950-1999;1975;regions of overlap
1;0;OF;2;1;non-animate;yes;no;no;no;no;yes;39;2.83;0.47;no;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;margin of central iran
1;0;OF;2;1;non-animate;yes;no;no;no;yes;yes;38;10.86;2.36;no;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;faults of the quchanbakharden zone
1;0;OF;2;1;non-animate;yes;yes;no;no;yes;yes;41;15.59;0.47;no;1.314548438;fault;ends;science;1975tcha.s8b;1950-1999;1975;ends of the earthquake fault
1;0;OF;2;1;non-animate;yes;yes;yes;no;yes;yes;37;3.78;0.47;no;1.314548438;plate;edge;science;1975tcha.s8b;1950-1999;1975;edge of the turan plate
1;0;OF;2;2;non-animate;yes;yes;no;no;yes;yes;47;0.47;0.94;no;1.314548438;investigation;OTHER;science;1975tcha.s8b;1950-1999;1975;short period of our investigation
1;0;OF;3;1;non-animate;yes;no;yes;no;yes;yes;45;2.83;0.94;no;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;transactions of the kheyrabad meteorological station
1;0;OF;1;1;animate;yes;yes;no;no;yes;yes;37;1.89;0.47;no;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;ears of a donkey
1;0;OF;2;2;non-animate;yes;yes;yes;no;yes;yes;37;3.943908852;1.42;no;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;northeastern limit of the alpine-himalayan mountain
1;0;OF;1;2;non-animate;yes;no;no;no;no;yes;43;3.31;1.42;yes;1.314548438;OTHER;number;science;1975tcha.s8b;1950-1999;1975;total number of shocks
1;0;OF;2;1;non-animate;yes;yes;no;no;yes;yes;41;1.42;3.31;no;1.314548438;OTHER;region;science;1975tcha.s8b;1950-1999;1975;region of the main shock
1;0;OF;2;3;non-animate;yes;yes;no;no;yes;yes;39;15.59;0.47;no;1.314548438;fault;OTHER;science;1975tcha.s8b;1950-1999;1975;extremities and prolongations of the earthquake fault
1;0;OF;1;2;non-animate;yes;yes;no;no;yes;yes;42;15.59;1.42;no;1.314548438;fault;end;science;1975tcha.s8b;1950-1999;1975;southern end of the fault
3;1;NN;2;1;non-animate;yes;no;no;no;yes;yes;44;1.42;10.86;no;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;the bakharden-NN-quchan zone
3;1;NN;1;1;non-animate;yes;yes;yes;no;yes;yes;42;15.59;1.42;no;1.314548438;fault;OTHER;science;1975tcha.s8b;1950-1999;1975;NN-fault movement
3;1;NN;2;1;non-animate;yes;yes;yes;no;yes;yes;41;1.89;0.47;no;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;fault NN-plane solutions
1;0;OF;2;1;non-animate;yes;no;yes;no;yes;yes;42;0.47;1.42;no;1.314548438;OTHER;end;science;1975tcha.s8b;1950-1999;1975;end of the pliocene lc
1;0;OF;3;1;non-animate;yes;yes;yes;no;yes;yes;38;1.42;2.36;no;1.314548438;system;OTHER;science;1975tcha.s8b;1950-1999;1975;faults of the diagonal fault system
3;1;NN;2;1;non-animate;yes;yes;no;no;yes;yes;35;15.59;1.42;no;1.314548438;fault;OTHER;science;1975tcha.s8b;1950-1999;1975;the diagonal NN-fault system
1;0;OF;2;1;non-animate;yes;no;no;no;yes;yes;40;1.89;0.94;yes;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;mechanism of active tectonics
3;1;NN;1;1;non-animate;yes;yes;yes;no;yes;yes;44;0.47;3.31;no;1.314548438;OTHER;activity;science;1975tcha.s8b;1950-1999;1975;NN-microshock activity
1;0;OF;2;1;non-animate;yes;no;yes;no;no;yes;43;3.31;0.94;no;1.314548438;activity;OTHER;science;1975tcha.s8b;1950-1999;1975;location of tectonic activity
1;0;OF;1;1;non-animate;yes;yes;yes;no;yes;yes;45;3.31;0.47;no;1.314548438;activity;OTHER;science;1975tcha.s8b;1950-1999;1975;migration of this activity
1;0;OF;1;2;non-animate;yes;yes;yes;no;yes;yes;43;0.94;0.47;no;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;second half of the century
1;0;OF;2;2;non-animate;yes;no;no;no;yes;yes;43;10.86;0.47;no;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;great width of the seismic zone
1;0;OF;2;2;non-animate;yes;yes;no;no;yes;yes;43;1.89;0.94;yes;1.314548438;OTHER;OTHER;science;1975tcha.s8b;1950-1999;1975;complicated mechanism of active tectonics
1;0;OF;3;1;non-animate;yes;yes;no;no;yes;yes;36;0.47;0.47;yes;1.314548438;plates;OTHER;science;1975tcha.s8b;1950-1999;1975;margins of converging continental plates
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;37;4.89;1.63;yes;1.354548438;OTHER;OTHER;letters;1979durl.x8b;1950-1999;1979;the transplanting of roses
2;0;S;2;1;animate;yes;yes;no;yes;yes;yes;43;6.76;1.04;yes;1.354548438;drivers;OTHER;news;1979obs1.n8b;1950-1999;1979;drivers dispute
2;0;S;6;1;animate;no;no;no;no;yes;yes;45;6.76;0.52;yes;1.354548438;drivers;OTHER;news;1979obs1.n8b;1950-1999;1979;drivers strikes
2;0;S;2;1;animate;no;yes;no;no;yes;yes;18;6.76;4.16;yes;1.354548438;drivers;OTHER;news;1979obs1.n8b;1950-1999;1979;drivers strike
3;1;NN;2;1;animate;no;yes;no;no;yes;yes;45;1.04;4.16;yes;1.354548438;OTHER;OTHER;news;1979obs1.n8b;1950-1999;1979;the ulster NN-farmers union
1;0;OF;3;1;non-animate;yes;no;yes;yes;yes;yes;41;0.52;1.04;no;1.354548438;OTHER;OTHER;news;1979obs1.n8b;1950-1999;1979;the port of london and southampton
2;0;S;2;1;animate;yes;no;yes;yes;yes;yes;44;6.76;4.16;yes;1.354548438;drivers;OTHER;news;1979obs1.n8b;1950-1999;1979;drivers strike
3;1;NN;2;1;animate;no;yes;no;no;yes;yes;42;1.56;4.16;yes;1.354548438;OTHER;OTHER;news;1979obs1.n8b;1950-1999;1979;general NN-workers union
3;1;NN;1;1;non-animate;yes;no;no;yes;no;no;43;4.16;0.52;no;1.354548438;union;OTHER;news;1979obs1.n8b;1950-1999;1979;NN-union negotiators
3;1;NN;2;1;animate;no;no;yes;no;no;yes;45;0.52;1.04;no;1.354548438;OTHER;OTHER;news;1979obs1.n8b;1950-1999;1979;the tanker NN-driver front
3;1;NN;2;1;non-animate;yes;no;no;yes;yes;yes;44;1.04;0.52;yes;1.354548438;states;OTHER;news;1979obs1.n8b;1950-1999;1979;the united NN-states senate
3;1;NN;4;1;non-animate;no;no;yes;no;yes;yes;44;0.52;1.56;no;1.354548438;OTHER;treaty;news;1979obs1.n8b;1950-1999;1979;new strategic arms NN-limitation treaty
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;40;3.12;0.52;no;1.354548438;OTHER;OTHER;news;1979obs1.n8b;1950-1999;1979;the NN-soviet leadership
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;32;1.56;0.52;no;1.354548438;OTHER;development;news;1979obs1.n8b;1950-1999;1979;the development of detente
2;0;S;2;1;non-animate;no;yes;no;no;yes;yes;41;0.52;0.52;no;1.354548438;OTHER;OTHER;news;1979obs1.n8b;1950-1999;1979;commissions report
1;0;OF;2;1;non-animate;no;no;no;no;yes;yes;45;0.52;0.52;no;1.354548438;OTHER;condition;news;1979obs1.n8b;1950-1999;1979;a condition of a rescue operation
3;1;NN;3;1;non-animate;no;no;no;no;yes;yes;41;0.52;0.52;yes;1.354548438;office;OTHER;news;1979obs1.n8b;1950-1999;1979;the french foreign NN-office briefing
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;yes;43;0.52;1.04;no;1.354548438;OTHER;end;news;1979obs1.n8b;1950-1999;1979;the end of the month
2;0;S;2;1;non-animate;no;yes;no;no;yes;yes;45;6.89;0.46;no;1.354548438;branch;OTHER;news;1979obs2.n8b;1950-1999;1979;branchs problems
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;40;1.84;0.46;no;1.354548438;OTHER;OTHER;news;1979obs2.n8b;1950-1999;1979;his nine-NN-day pilgrimage
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;41;0.46;1.38;no;1.354548438;OTHER;flag;news;1979obs2.n8b;1950-1999;1979;the yellow-and-white flag of the papacy
3;1;NN;2;1;non-animate;yes;yes;no;yes;yes;yes;48;0.92;0.46;no;1.354548438;OTHER;OTHER;news;1979obs2.n8b;1950-1999;1979;social NN-security benefits
1;0;OF;2;2;non-animate;no;yes;yes;no;yes;yes;47;1.84;1.84;no;1.354548438;OTHER;rate;news;1979obs2.n8b;1950-1999;1979;the standard rate of NN-income tax
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;47;0.46;1.84;no;1.354548438;OTHER;OTHER;news;1979obs2.n8b;1950-1999;1979;NN-income tax
2;0;S;2;1;animate;yes;yes;yes;yes;yes;yes;43;1.38;1.38;no;1.354548438;OTHER;OTHER;news;1979obs2.n8b;1950-1999;1979;mans allowance
2;0;S;2;1;animate;yes;yes;yes;yes;yes;yes;43;1.38;1.38;no;1.354548438;OTHER;OTHER;news;1979obs2.n8b;1950-1999;1979;mans allowance
1;0;OF;2;3;non-animate;yes;yes;no;yes;yes;yes;45;0.46;0.92;yes;1.354548438;OTHER;OTHER;news;1979obs2.n8b;1950-1999;1979;as major sales of nationalised assets
2;0;S;1;1;non-animate;no;yes;no;no;yes;yes;44;1.84;0.46;no;1.354548438;government;OTHER;news;1979obs2.n8b;1950-1999;1979;governments stake
